Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Prediksi_Status,Skor_Risiko_Dropout
Single,17,3,9238,1,1,122.0,1,19,19,7,7,117.5,Yes,No,No,Yes,Female,No,19,No,0,6,7,5,10.8,0,0,6,9,6,10.166666666666666,0,8.9,1.4,3.51,Graduate,Graduate,1.72
Single,1,3,9500,1,1,153.0,6,37,37,9,9,131.8,Yes,No,No,Yes,Female,No,18,Yes,0,7,7,6,14.716666666666669,0,0,7,7,6,14.716666666666669,0,7.6,2.6,0.32,Graduate,Graduate,2.89
Single,1,1,9085,1,1,147.0,1,37,19,9,5,133.7,Yes,No,No,Yes,Female,Yes,19,No,0,5,10,2,13.5,0,0,5,11,5,11.4,1,10.8,1.4,1.74,Enrolled,Enrolled,8.26
Single,43,1,9500,1,1,121.0,1,38,19,5,5,115.4,Yes,No,No,Yes,Female,Yes,24,No,0,8,8,7,11.971428571428572,0,0,8,8,7,11.971428571428572,0,12.7,3.7,-1.7,Enrolled,Graduate,1.41
Single,1,3,9085,1,1,134.0,1,38,19,9,5,129.1,No,No,No,Yes,Female,No,19,No,0,5,7,3,12.0,0,0,5,7,4,13.5,0,7.6,2.6,0.32,Enrolled,Graduate,2.16
Single,1,1,8014,0,1,133.0,1,38,38,5,2,135.5,No,No,No,Yes,Female,No,34,No,0,6,7,6,12.333333333333334,0,0,6,6,6,11.666666666666666,0,10.8,1.4,1.74,Graduate,Graduate,3.11
Single,17,5,9085,1,1,118.0,1,38,38,9,9,112.4,Yes,No,No,Yes,Female,No,19,No,0,12,22,6,15.307692307692308,0,0,10,13,6,13.875,0,15.5,2.8,-4.06,Graduate,Graduate,3.56
Single,1,1,9500,1,1,137.0,1,37,37,7,9,130.8,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,6,12.666666666666666,0,0,7,7,6,12.666666666666666,0,7.6,2.6,0.32,Graduate,Graduate,2.2
Single,1,5,9500,1,1,143.0,1,37,37,9,5,131.6,Yes,No,No,Yes,Female,Yes,19,No,0,7,10,7,14.368,0,0,8,8,8,14.44875,0,15.5,2.8,-4.06,Graduate,Graduate,1.44
Single,39,1,9500,1,1,123.0,1,19,1,1,1,140.8,No,No,No,Yes,Female,No,25,No,0,8,8,7,12.084285714285716,0,0,8,8,7,12.084285714285716,0,10.8,1.4,1.74,Graduate,Enrolled,4.83
Single,44,1,9085,1,39,140.0,1,3,38,2,9,140.0,Yes,No,No,Yes,Female,No,21,No,7,12,18,8,12.25,0,4,12,27,8,12.2,0,12.4,0.5,1.79,Enrolled,Enrolled,10.52
Single,1,1,9254,1,1,118.0,1,37,37,7,7,114.2,No,No,No,Yes,Female,No,18,No,0,6,10,5,12.2,0,0,6,10,5,11.6,0,16.2,0.3,-0.92,Enrolled,Graduate,9.99
Single,1,1,9238,1,1,142.0,1,34,38,4,7,127.3,No,No,No,Yes,Female,Yes,18,No,0,6,12,4,11.0,0,0,6,9,6,11.5,0,9.4,-0.8,-3.12,Graduate,Graduate,1.27
Single,1,1,8014,0,1,115.0,1,38,38,9,7,115.0,Yes,No,No,Yes,Female,No,28,No,0,6,8,5,12.8,0,0,6,8,5,11.0,0,9.4,-0.8,-3.12,Graduate,Graduate,11.62
Facto Union,43,1,9500,1,1,131.0,1,1,38,5,5,118.8,No,No,No,Yes,Female,Yes,18,No,0,8,8,7,11.857142857142858,0,0,8,8,7,11.857142857142858,0,12.7,3.7,-1.7,Graduate,Graduate,0.59
Married,39,1,9254,1,1,130.0,1,37,37,9,9,125.0,No,No,No,Yes,Female,No,41,No,0,6,8,6,12.285714285714286,0,0,6,10,5,13.0,0,8.9,1.4,3.51,Graduate,Graduate,14.53
Single,17,2,9853,1,1,133.1,1,37,37,5,0,111.5,No,No,No,Yes,Female,No,18,No,0,6,11,3,12.333333333333334,0,0,6,11,4,13.5,0,7.6,2.6,0.32,Dropout,Dropout,59.45
Single,17,1,9238,1,1,134.0,1,38,19,7,7,124.2,No,No,No,Yes,Female,Yes,21,No,0,6,11,4,11.25,0,0,6,12,4,11.4,0,15.5,2.8,-4.06,Graduate,Graduate,8.56
Divorced,7,1,9238,1,40,130.0,1,34,34,99,99,130.0,No,No,Yes,Yes,Female,No,41,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,Dropout,98.77
Single,7,1,9070,1,3,133.1,1,3,5,2,2,120.0,Yes,No,No,Yes,Female,No,32,No,0,3,3,2,16.0,0,0,3,3,1,16.0,0,7.6,2.6,0.32,Dropout,Dropout,98.35
Single,43,1,8014,0,12,114.0,1,34,34,0,99,110.0,No,No,No,Yes,Female,No,29,No,0,6,10,6,11.666666666666666,0,0,6,7,6,11.0,0,7.6,2.6,0.32,Graduate,Graduate,4.6
Single,39,1,9556,1,1,130.0,1,19,38,9,8,113.3,No,No,No,Yes,Female,No,24,No,0,7,15,5,12.4,0,0,8,14,7,12.15,0,12.4,0.5,1.79,Enrolled,Enrolled,6.66
Single,43,1,9556,1,1,128.0,1,38,38,7,8,123.5,Yes,No,No,Yes,Female,No,22,No,0,7,14,6,10.744444444444444,1,0,8,10,8,11.8375,0,12.7,3.7,-1.7,Enrolled,Enrolled,11.71
Single,1,1,9238,1,1,133.1,1,19,1,1,3,101.0,No,No,No,Yes,Female,No,21,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,Dropout,95.98
Married,39,1,9500,1,19,133.1,1,37,38,9,10,120.9,Yes,No,No,Yes,Female,No,39,No,0,7,12,4,12.0,0,0,7,13,4,12.5625,0,11.1,0.6,2.02,Dropout,Dropout,64.27
Divorced,39,1,9085,1,1,140.0,1,37,37,9,9,154.6,No,No,No,No,Female,Yes,44,No,0,6,12,4,12.75,0,0,6,15,2,10.0,0,8.9,1.4,3.51,Enrolled,Enrolled,22.42
Single,1,1,9147,1,1,117.0,1,37,37,9,9,120.2,Yes,No,No,Yes,Female,No,20,No,0,5,9,2,10.0,0,0,5,10,2,11.0,0,7.6,2.6,0.32,Enrolled,Enrolled,21.5
Single,43,3,9500,1,1,139.0,1,38,37,9,8,146.5,No,No,No,Yes,Female,No,21,No,11,14,26,12,13.417391304347827,1,11,14,26,12,13.417391304347827,1,7.6,2.6,0.32,Graduate,Graduate,3.06
Single,1,1,9773,1,1,159.0,1,34,26,0,6,160.1,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,15.166666666666666,0,0,6,7,6,14.857142857142858,0,7.6,2.6,0.32,Graduate,Graduate,3.42
Single,39,1,9003,1,1,140.0,1,37,37,5,5,150.0,No,No,Yes,Yes,Female,No,34,No,0,6,10,5,13.833333333333334,0,0,6,13,5,12.5,0,16.2,0.3,-0.92,Graduate,Graduate,15.52
Single,1,3,9085,1,1,140.0,1,10,19,90,90,135.8,Yes,No,No,Yes,Female,No,18,No,0,5,6,5,13.333333333333334,0,0,5,7,4,14.8,0,7.6,2.6,0.32,Graduate,Graduate,11.97
Single,1,1,171,1,1,135.0,1,19,4,9,2,143.8,Yes,No,Yes,Yes,Female,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Enrolled,Enrolled,24.23
Single,1,1,9853,1,1,121.0,1,37,19,6,7,116.8,Yes,No,No,Yes,Female,No,18,No,0,6,11,3,11.666666666666666,0,0,6,11,3,10.666666666666666,0,9.4,-0.8,-3.12,Dropout,Dropout,77.38
Single,1,5,9085,1,1,124.0,1,3,19,2,3,113.9,Yes,No,No,Yes,Female,No,19,No,0,6,12,5,15.0,0,0,6,9,6,13.428571428571429,0,16.2,0.3,-0.92,Graduate,Graduate,2.39
Single,1,3,9500,1,1,131.0,1,37,37,9,9,118.0,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,7,13.242857142857144,0,0,8,8,7,13.242857142857144,0,12.7,3.7,-1.7,Enrolled,Graduate,0.61
Single,1,5,9130,1,1,160.0,1,3,1,2,9,150.2,Yes,No,No,Yes,Female,No,19,No,0,5,13,1,13.0,0,0,5,7,2,12.5,0,12.7,3.7,-1.7,Dropout,Dropout,76.65
Single,1,2,9500,1,1,120.0,1,3,37,4,7,115.1,Yes,No,No,Yes,Female,Yes,19,No,0,7,8,6,13.075,0,0,8,10,7,12.05,0,12.4,0.5,1.79,Graduate,Graduate,0.98
Single,1,1,9670,1,1,140.0,1,19,19,5,9,131.3,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,13.5,0,0,6,9,6,13.666666666666666,0,10.8,1.4,1.74,Graduate,Graduate,4.03
Single,44,1,9991,0,39,120.0,1,37,37,7,7,120.0,Yes,No,No,Yes,Female,Yes,23,No,2,6,8,5,11.8,0,2,6,8,6,12.333333333333334,0,9.4,-0.8,-3.12,Graduate,Graduate,3.63
Single,17,2,9254,1,1,118.0,22,19,37,9,9,110.3,Yes,No,No,No,Female,No,18,Yes,0,6,7,5,12.6,0,0,6,6,5,11.8,0,11.1,0.6,2.02,Enrolled,Enrolled,26.0
Divorced,43,1,9853,1,1,133.1,100,19,22,90,90,100.0,No,No,No,Yes,Female,No,33,Yes,0,6,6,6,12.166666666666666,0,0,6,9,3,11.0,0,7.6,2.6,0.32,Dropout,Dropout,84.79
Single,17,2,9238,1,1,111.0,1,19,38,9,9,110.7,Yes,No,No,Yes,Female,No,19,No,0,6,9,6,12.166666666666666,0,0,6,9,6,11.0,0,8.9,1.4,3.51,Graduate,Graduate,0.6
Single,43,3,171,1,1,140.0,1,37,38,7,7,143.4,Yes,No,No,Yes,Female,No,21,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Dropout,48.96
Single,1,6,9500,1,1,125.0,1,19,19,9,9,115.9,No,No,No,Yes,Female,No,18,No,0,7,7,7,13.557142857142855,0,0,8,9,8,13.2,0,12.4,0.5,1.79,Graduate,Graduate,2.02
Single,18,1,9991,0,1,133.1,1,38,38,5,5,145.0,No,No,No,Yes,Female,Yes,21,No,0,5,6,4,12.25,0,0,5,8,4,11.8,0,10.8,1.4,1.74,Enrolled,Graduate,4.16
Single,17,2,9070,1,1,136.0,1,19,38,4,7,140.9,Yes,No,No,Yes,Female,No,19,No,0,6,6,6,14.333333333333334,0,0,6,6,6,13.5,0,9.4,-0.8,-3.12,Graduate,Graduate,2.62
Single,1,2,9773,1,1,115.0,1,34,38,0,5,108.4,Yes,No,No,Yes,Female,No,20,No,0,6,10,4,10.5,0,0,6,8,4,11.75,0,7.6,2.6,0.32,Graduate,Graduate,14.09
Single,1,1,9773,1,1,116.0,1,37,37,0,5,114.3,Yes,No,No,Yes,Female,No,20,No,0,4,8,0,0.0,0,0,4,8,0,0.0,0,7.6,2.6,0.32,Dropout,Dropout,84.38
Single,18,5,9853,1,1,110.0,1,19,37,7,7,110.0,Yes,No,No,Yes,Female,No,20,No,0,6,10,4,12.75,0,0,6,14,3,11.333333333333334,0,10.8,1.4,1.74,Enrolled,Dropout,55.49
Single,1,1,9238,1,1,135.0,1,38,38,4,7,121.7,Yes,No,No,Yes,Female,Yes,18,No,0,6,14,0,0.0,0,0,6,9,4,11.0,0,7.6,2.6,0.32,Enrolled,Enrolled,16.14
Single,43,2,9147,1,1,131.0,1,19,37,5,9,123.7,Yes,No,No,Yes,Female,No,18,No,0,5,10,1,14.0,0,0,5,10,1,14.0,0,7.6,2.6,0.32,Enrolled,Enrolled,18.55
Single,1,2,9500,1,1,124.0,1,37,37,7,7,116.5,Yes,No,No,Yes,Female,Yes,20,No,0,7,9,7,14.093333333333332,0,0,8,8,8,15.0,0,11.1,0.6,2.02,Graduate,Graduate,0.78
Single,1,1,9238,1,1,163.0,1,37,37,5,6,155.0,No,No,No,Yes,Female,Yes,21,No,0,6,6,6,13.333333333333334,0,0,6,8,6,13.166666666666666,0,9.4,-0.8,-3.12,Graduate,Graduate,0.73
Single,43,1,9500,1,1,137.0,1,38,19,9,5,129.3,Yes,No,No,Yes,Female,No,19,No,0,8,12,7,12.071428571428571,0,0,8,12,7,12.071428571428571,0,12.7,3.7,-1.7,Graduate,Graduate,3.26
Single,1,3,9254,1,1,128.0,1,19,1,7,9,121.7,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,12.666666666666666,0,0,6,6,6,12.5,0,12.4,0.5,1.79,Graduate,Graduate,5.33
Single,39,1,9085,1,1,133.1,1,37,37,9,9,148.2,Yes,No,Yes,Yes,Female,No,27,No,0,6,11,6,12.125,0,0,6,16,5,12.0,0,12.4,0.5,1.79,Enrolled,Enrolled,30.43
Single,1,2,9500,1,1,133.1,1,19,38,7,9,125.5,Yes,No,No,Yes,Female,Yes,21,No,0,7,9,7,13.2,0,0,8,9,7,13.2575,0,15.5,2.8,-4.06,Graduate,Graduate,0.96
Single,17,4,9500,1,1,148.0,1,3,19,4,7,131.9,Yes,No,No,Yes,Female,Yes,18,No,0,7,8,7,14.15,0,0,8,8,8,14.51125,0,15.5,2.8,-4.06,Graduate,Graduate,5.78
Single,17,1,9853,1,1,127.0,1,38,37,5,7,121.8,Yes,No,Yes,Yes,Female,No,18,No,0,6,12,4,13.5,0,0,6,14,3,10.666666666666666,0,10.8,1.4,1.74,Enrolled,Dropout,91.23
Single,43,1,9853,1,1,110.0,1,37,37,9,9,107.7,No,No,Yes,No,Female,No,28,No,0,6,0,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout,Dropout,99.28
Single,39,1,9556,1,1,133.1,1,44,40,2,2,115.5,No,No,No,Yes,Female,No,36,No,0,7,13,5,12.2,0,0,7,14,3,11.4,0,11.1,0.6,2.02,Dropout,Dropout,49.03
Single,1,1,9085,1,1,145.0,1,38,38,9,10,139.8,Yes,No,No,Yes,Female,No,20,No,0,5,6,5,14.8,1,0,5,6,5,14.0,0,12.7,3.7,-1.7,Graduate,Graduate,3.35
Single,1,1,9238,1,1,136.0,1,38,38,0,7,133.2,Yes,No,No,Yes,Female,No,19,No,0,6,8,5,11.0,0,0,6,13,5,11.4,0,7.6,2.6,0.32,Graduate,Graduate,6.85
Single,1,1,9991,0,1,131.0,1,19,37,9,9,118.4,Yes,No,No,Yes,Female,No,20,No,0,5,10,0,0.0,0,0,5,10,0,0.0,3,7.6,2.6,0.32,Enrolled,Dropout,67.12
Single,17,2,9085,1,1,138.0,1,37,37,9,7,123.3,Yes,No,No,Yes,Female,No,19,No,0,5,15,3,14.0,3,0,5,10,4,11.75,1,9.4,-0.8,-3.12,Enrolled,Enrolled,2.31
Married,39,1,8014,0,1,150.0,1,37,38,3,7,134.5,No,No,No,Yes,Female,No,28,No,0,6,8,5,11.833333333333334,0,0,6,6,6,13.0,0,16.2,0.3,-0.92,Graduate,Graduate,2.46
Single,1,1,9670,1,1,112.0,1,37,1,7,0,110.6,No,No,No,Yes,Female,No,20,No,0,5,7,4,11.75,0,0,5,7,5,11.8,1,7.6,2.6,0.32,Graduate,Graduate,4.3
Single,42,1,9254,1,1,154.0,1,38,37,1,1,154.0,Yes,No,No,Yes,Female,No,28,No,8,14,22,12,12.333333333333334,0,3,12,20,8,12.0,0,9.4,-0.8,-3.12,Graduate,Graduate,9.31
Single,43,1,9991,0,39,160.0,1,37,37,9,9,160.0,No,No,No,Yes,Female,No,24,No,3,10,16,3,11.666666666666666,0,3,10,24,6,11.833333333333334,0,9.4,-0.8,-3.12,Dropout,Dropout,80.22
Single,44,1,9085,1,39,140.0,1,1,39,3,9,140.0,Yes,No,No,Yes,Female,No,20,No,1,6,9,6,12.666666666666666,0,1,6,10,4,11.5,0,13.9,-0.3,0.79,Enrolled,Enrolled,5.82
Single,17,2,9853,1,1,150.0,1,37,37,5,6,132.5,Yes,No,No,Yes,Female,No,22,No,0,6,9,4,12.25,0,0,6,8,5,11.6,0,10.8,1.4,1.74,Enrolled,Enrolled,27.67
Single,17,2,9254,1,1,141.0,1,1,4,4,4,127.7,No,No,No,Yes,Female,Yes,18,No,0,6,7,6,11.285714285714286,0,0,6,9,4,13.5,0,16.2,0.3,-0.92,Graduate,Graduate,10.92
Single,1,5,9147,1,1,122.0,1,38,38,9,9,117.5,Yes,No,Yes,No,Female,No,22,No,0,5,12,2,11.5,0,0,5,12,0,0.0,0,12.7,3.7,-1.7,Dropout,Dropout,99.41
Single,1,5,9254,1,1,120.0,1,37,37,9,7,127.0,Yes,No,No,Yes,Female,Yes,18,No,0,6,10,6,11.666666666666666,0,0,6,10,4,12.25,0,9.4,-0.8,-3.12,Graduate,Graduate,9.38
Single,1,1,9500,1,1,139.0,1,19,37,5,5,125.5,No,No,No,Yes,Female,Yes,21,No,0,8,8,7,13.514285714285714,0,0,8,8,7,13.514285714285714,0,12.7,3.7,-1.7,Graduate,Graduate,1.11
Single,17,6,9773,1,1,138.0,1,1,1,4,2,140.5,Yes,No,No,Yes,Female,No,19,No,0,6,7,6,13.0,0,0,6,9,6,13.714285714285714,0,7.6,2.6,0.32,Graduate,Graduate,4.22
Single,5,1,9853,1,1,119.0,1,1,38,5,8,118.3,Yes,No,No,Yes,Female,No,22,No,0,6,11,3,15.0,0,0,6,11,4,10.25,0,9.4,-0.8,-3.12,Enrolled,Enrolled,11.47
Single,1,1,9500,1,1,129.0,1,38,38,5,5,120.8,Yes,No,No,Yes,Female,Yes,20,No,0,8,8,7,12.744285714285716,0,0,8,8,7,12.744285714285716,0,10.8,1.4,1.74,Graduate,Graduate,0.28
Single,1,1,9147,1,1,133.1,1,37,37,191,154,95.0,No,No,No,Yes,Female,No,20,No,0,5,10,4,11.75,0,0,5,8,5,11.8,0,11.1,0.6,2.02,Graduate,Graduate,0.43
Single,17,1,8014,0,1,125.0,1,37,37,5,6,122.2,Yes,No,Yes,Yes,Female,No,19,No,0,6,6,6,12.166666666666666,0,0,6,7,6,11.666666666666666,0,10.8,1.4,1.74,Graduate,Graduate,3.6
Single,17,1,171,1,1,125.0,1,1,1,7,3,143.9,Yes,No,No,Yes,Female,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Enrolled,Enrolled,29.66
Single,1,2,9070,1,1,137.0,1,19,38,9,9,127.2,Yes,No,No,Yes,Female,Yes,20,No,1,6,9,5,13.4,1,0,6,9,6,12.375,0,13.9,-0.3,0.79,Graduate,Graduate,5.16
Single,1,1,9238,1,1,123.0,1,34,38,0,7,120.2,Yes,No,No,Yes,Female,No,20,No,0,6,9,5,11.8,0,0,6,10,4,11.5,0,7.6,2.6,0.32,Dropout,Graduate,12.01
Single,1,3,9500,1,1,154.0,1,1,37,4,9,134.8,Yes,No,No,Yes,Female,No,19,No,0,7,7,6,13.533333333333331,0,0,7,7,6,13.533333333333331,0,7.6,2.6,0.32,Graduate,Graduate,4.21
Single,1,1,9254,1,1,144.0,1,19,19,9,9,142.6,Yes,No,No,Yes,Female,Yes,18,No,0,6,7,6,14.166666666666666,0,0,6,10,4,14.0,0,15.5,2.8,-4.06,Graduate,Graduate,7.7
Single,1,1,9500,1,1,153.0,1,38,37,7,8,147.9,No,No,No,Yes,Female,Yes,18,No,0,7,7,7,14.652857142857142,0,0,8,9,8,14.755555555555556,0,12.4,0.5,1.79,Graduate,Graduate,1.44
Single,1,1,171,1,1,152.0,1,1,38,4,9,160.4,Yes,No,No,No,Female,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout,Graduate,35.54
Single,1,1,9147,1,1,150.0,103,37,37,9,9,134.6,No,No,No,Yes,Male,No,20,Yes,0,5,5,5,13.6,0,0,5,7,5,13.0,0,9.4,-0.8,-3.12,Graduate,Graduate,2.56
Single,1,1,9254,1,1,129.0,1,19,1,3,7,121.0,No,No,No,Yes,Female,Yes,22,No,0,6,9,6,12.833333333333334,0,0,6,6,4,13.25,0,16.2,0.3,-0.92,Graduate,Graduate,3.15
Single,1,1,9238,1,1,150.0,1,19,37,5,4,142.7,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,14.666666666666666,0,0,6,6,6,15.166666666666666,0,9.4,-0.8,-3.12,Graduate,Graduate,1.63
Single,17,2,9773,1,1,125.0,1,1,1,4,8,115.6,Yes,No,No,Yes,Female,No,19,No,0,6,6,6,13.333333333333334,0,0,6,6,6,14.666666666666666,0,12.4,0.5,1.79,Graduate,Graduate,2.47
Single,1,1,9238,1,1,133.1,1,19,37,9,9,130.0,No,No,No,No,Female,Yes,20,No,0,6,10,5,13.4,0,0,6,9,5,11.4,0,10.8,1.4,1.74,Graduate,Dropout,66.55
Single,1,2,9500,1,1,140.0,1,38,37,5,6,124.3,Yes,No,No,Yes,Female,Yes,19,No,0,7,9,7,13.3125,0,0,8,8,8,15.6375,0,13.9,-0.3,0.79,Graduate,Graduate,1.11
Single,1,1,171,1,1,140.0,1,19,37,5,6,137.9,Yes,No,Yes,No,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,8.9,1.4,3.51,Dropout,Dropout,64.69
Single,1,6,9773,1,1,133.1,1,1,37,3,3,100.0,Yes,No,Yes,No,Female,No,20,No,0,4,4,0,0.0,0,0,5,5,0,0.0,0,12.4,0.5,1.79,Dropout,Dropout,99.42
Single,1,2,9773,1,1,132.0,1,1,2,9,3,128.2,Yes,No,No,Yes,Female,Yes,19,No,0,6,7,6,12.333333333333334,0,0,6,6,6,13.5,0,9.4,-0.8,-3.12,Graduate,Graduate,3.47
Single,17,3,9773,1,1,135.0,1,1,19,5,7,135.0,No,No,No,Yes,Female,No,18,No,0,6,6,6,13.5,0,0,6,6,6,13.333333333333334,0,12.4,0.5,1.79,Enrolled,Graduate,9.19
Single,16,4,9238,1,1,135.0,1,37,37,9,9,121.0,Yes,No,No,Yes,Female,No,18,No,0,6,8,5,13.0,0,0,6,7,6,11.833333333333334,0,10.8,1.4,1.74,Graduate,Graduate,1.36
Single,1,1,9670,1,1,133.1,1,34,38,0,4,147.0,No,No,No,Yes,Female,No,22,No,0,5,6,2,12.5,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,Dropout,97.87
Single,1,1,9238,1,1,168.0,1,37,37,9,9,149.5,No,No,No,Yes,Female,No,18,No,0,6,10,6,17.0,0,0,6,11,6,16.0,0,12.4,0.5,1.79,Graduate,Graduate,1.52
Single,1,1,9238,1,1,143.0,1,19,1,9,9,144.4,Yes,No,No,Yes,Female,No,20,No,0,6,7,6,13.5,0,0,6,6,6,13.0,0,10.8,1.4,1.74,Graduate,Graduate,2.34
Single,17,2,9254,1,1,116.0,1,19,38,5,5,116.0,Yes,No,No,Yes,Female,No,19,No,0,6,7,6,12.714285714285714,0,0,6,6,6,11.833333333333334,0,8.9,1.4,3.51,Graduate,Graduate,1.22
Single,43,1,9500,1,1,134.0,1,38,19,5,8,120.7,No,No,No,Yes,Female,Yes,19,No,0,7,9,6,13.0,0,0,8,11,8,13.927272727272726,0,16.2,0.3,-0.92,Graduate,Graduate,1.26
Single,44,1,9238,1,39,140.0,1,38,19,5,0,141.8,No,No,No,Yes,Female,No,21,No,3,6,7,6,12.571428571428571,0,2,6,6,6,13.5,0,12.4,0.5,1.79,Graduate,Graduate,1.83
Single,17,2,8014,0,1,133.0,1,19,1,5,5,119.7,Yes,No,No,Yes,Female,Yes,19,No,0,6,10,4,11.5,0,0,6,11,6,11.5,0,9.4,-0.8,-3.12,Dropout,Graduate,2.67
Single,1,6,9238,1,1,125.0,1,38,1,7,4,118.4,Yes,No,No,Yes,Female,Yes,19,No,0,6,6,6,13.5,0,0,6,7,6,13.285714285714286,0,11.1,0.6,2.02,Graduate,Graduate,1.38
Married,39,1,8014,0,1,133.1,1,37,37,5,4,134.5,No,No,No,Yes,Female,No,45,No,0,6,8,5,13.6,0,0,6,7,5,13.0,0,15.5,2.8,-4.06,Enrolled,Graduate,18.64
Married,39,1,9085,1,1,133.1,1,36,36,99,5,128.2,No,No,No,No,Female,Yes,28,No,0,5,14,1,12.0,3,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Dropout,Dropout,98.62
Married,43,1,9500,1,1,137.0,1,3,3,2,2,115.0,No,No,No,Yes,Female,No,28,No,0,7,8,7,14.95,0,0,8,8,8,14.7375,0,13.9,-0.3,0.79,Graduate,Graduate,8.12
Single,39,1,9991,0,1,140.0,1,38,19,9,5,130.0,No,No,Yes,Yes,Female,No,25,No,0,5,10,4,11.25,0,0,5,9,4,12.0,0,12.7,3.7,-1.7,Enrolled,Enrolled,13.88
Single,43,1,9670,1,1,134.0,1,1,38,4,4,120.7,No,No,Yes,No,Female,No,19,No,0,6,13,3,10.666666666666666,0,0,6,6,4,12.25,0,15.5,2.8,-4.06,Dropout,Dropout,96.9
Single,1,5,9500,1,1,139.0,1,38,38,9,5,130.5,Yes,No,No,Yes,Female,No,19,No,0,8,8,7,14.992857142857142,0,0,8,8,7,14.992857142857142,0,10.8,1.4,1.74,Graduate,Graduate,1.55
Single,1,2,9147,1,1,113.0,1,38,38,9,5,107.4,Yes,No,No,Yes,Male,No,20,No,0,5,12,3,10.5,0,0,5,10,4,11.25,0,12.4,0.5,1.79,Enrolled,Enrolled,9.91
Single,1,3,9238,1,1,133.1,1,1,1,9,9,100.0,Yes,No,No,Yes,Male,No,22,No,0,6,6,4,11.25,0,0,6,7,3,11.0,0,8.9,1.4,3.51,Enrolled,Enrolled,26.21
Single,43,1,9773,1,1,132.0,1,38,19,9,9,125.0,Yes,No,No,Yes,Male,Yes,20,No,0,6,6,6,12.333333333333334,0,0,6,7,6,14.0,0,12.4,0.5,1.79,Graduate,Graduate,7.94
Single,1,4,9500,1,1,127.0,1,19,37,7,7,121.5,Yes,No,No,Yes,Male,No,20,No,0,7,7,6,13.016666666666666,0,0,7,7,6,13.016666666666666,0,7.6,2.6,0.32,Enrolled,Graduate,3.87
Single,1,1,9085,1,1,123.0,1,38,19,4,90,127.2,No,No,Yes,No,Male,No,20,No,0,5,7,3,11.333333333333334,0,0,5,8,2,11.5,0,7.6,2.6,0.32,Dropout,Dropout,92.99
Single,39,1,9085,1,40,130.0,1,3,2,3,2,160.0,Yes,No,No,Yes,Female,No,27,No,0,6,7,6,16.142857142857142,0,0,6,7,6,14.666666666666666,0,13.9,-0.3,0.79,Graduate,Graduate,10.76
Single,51,1,9085,1,1,125.0,1,1,1,9,4,120.0,No,No,No,Yes,Female,No,22,No,0,6,8,6,14.833333333333334,0,0,6,10,5,13.833333333333334,0,11.1,0.6,2.02,Graduate,Graduate,7.44
Single,1,3,9500,1,1,140.0,1,37,37,9,9,141.5,Yes,No,Yes,No,Female,No,19,No,0,8,8,7,13.327142857142857,0,0,8,8,7,13.327142857142857,0,10.8,1.4,1.74,Dropout,Graduate,26.61
Single,17,1,9238,1,1,111.0,1,19,38,3,3,111.4,Yes,No,No,No,Female,No,19,No,0,6,13,4,11.0,0,0,6,13,2,11.5,0,12.7,3.7,-1.7,Dropout,Dropout,99.0
Single,1,1,9070,1,1,132.0,1,4,39,2,2,136.6,Yes,No,No,Yes,Female,No,18,No,1,6,10,6,11.714285714285714,1,0,6,15,6,10.375,0,13.9,-0.3,0.79,Enrolled,Enrolled,10.57
